Covidence #,Study ID,Title,Reviewer Name,DOI,Title,Journal/Publisher,Publication Date,Publication Type,Country,Time of study,Objectives,Location(s),Crop(s) studied,Type of study,How were preferences determined?,List any specific scales or methods named,How was data analyzed?,Was a statistical software used?,Size of study/respondents,Value chain actors included,Grain quality traits included,Varieties listed/mentioned?,End uses mentioned,Detailed preferences discussed in the study:,1 Crop,1 Location,1 VC Actor,1 Trait,1 Preference,1 Disaggregation,1 Statistic,2 Crop,2 Location,2 VC Actor,2 Trait,2 Preference,2 Disaggregation,2 Statistic,3 Crop,3 Location,3 VC Actor,3 Trait,3 Preference,3 Disaggregation,3 Statistic,4 Crop,4 Location,4 VC Actor,4 Trait,4 Preference,4 Disaggregation,4 Statistic,5 Crop,5 Location,5 VC Actor,5 Trait,5 Preference,5 Disaggregation,5 Statistic,6 Crop,6 Location,6 VC Actor,6 Trait,6 Preference,6 Disaggregation,6 Statistic,7 Crop,7 Location,7 VC Actor,7 Trait,7 Preference,7 Disaggregation,7 Statistic,8 Crop,8 Location,8 VC Actor,8 Trait,8 Preference,8 Disaggregation,8 Statistic,9 Crop,9 Location,9 VC Actor,9 Trait,9 Preference,9 Disaggregation,9 Statistic,10 Crop,10 Location,10 VC Actor,10 Trait,10 Preference,10 Disaggregation,10 Statistic,Disaggregating variables,Explanation for any disaggregation,Key findings
701,Keregero 1994,Acceptability of wheat-sorghum composite flour products: An assessment,Consensus,"",Acceptability of wheat-sorghum composite flour products: An assessment ,Plant Foods for Human Nutrition ,1 May 1993,Research article,Tanzania,"","Examines the acceptability of new sorghum products, and discusses the importance and potential of these products as human food in Tanzania including a proposal for improving sorghum utilization.",Morogoro,Sorghum,Experimental study,Sensory evaluation/taste testing,"","",No/not reported,30,Consumer,Color,Yes,Bread,"",Sorghum,Tanzania,Consumer,Grain color,White,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"",white sorghum is preferred for bread ; consumers have no significant preference for sorghum color in buns 
658,VanOosterom 1996,"Integrating genotype by environment interaction analysis, characterization of drought patterns, and farmer preferences to identify adaptive plant traits for pearl millet",Consensus,"","Integrating Genotype by Environment Interaction Analysis, Characterization of Drought Patterns, and Farmer Preferences to Identify Adaptive Plant Traits for Pearl Millet",Plant Adaption and Crop Improvement ,1996,Research article,India,1990-1994,"To identify plant traits for pearl millet that enhance  adaptation to the harsh environments of Rajasthan (India), by combining analyses of drought patterns, genotype by environment (GxE) interactions, and farmers' preferences for plant traits.","Ajmer, Jodhpur, and Bikaner districts of Rajasthan",Pearl millet,Mixed methods,Survey/questionnaire; Participatory plant breeding,"",Additive Main Effects and Multiplicative Interaction analysis ,No/not reported,88,Farmer/grower,Size and shape,No,"","",Pearl millet,India,Farmers/growers,Grain size,"large in Ajmer, smaller in Bikaner","","Ajmer 45%, Jodhpur 38%, Bikaner 26%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,Rainfall pattern differences (drought and monsoons),large grain size is not a priority for farmers in Rajasthan 
645,Abegaz 2024,"Local sorghum (Sorghum bicolor (L.) Moench) on-farm genetic diversity status and possible determinants from Wollo lowland areas, northeastern Ethiopia",Consensus,10.1002/agg2.20518,"Local sorghum (Sorghum bicolor (L.) Moench) on-farm genetic diversity status and possible determinants from Wollo lowland areas, northeastern Ethiopia","Agrosystems, Geosciences & Environement",12 April 2024,Research article,Ethiopia,2019-2022,"evaluate the local genetic diversity status of sorghum on farm and the possible determinants of low land areas of Wollo, northeastern Ethiopia",highlands and midlands of Wollo,Sorghum,Qualitative study,Interview; Focus group; Survey/questionnaire; Ranking; Observations,"","descriptive statistics, narratives, rank-based quotient, logistic regression",SPSS,400 households,Farmer/grower,"Size and shape; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)",Yes,"beverage, pasta, porridge","",Sorghum,Ethiopia,Farmer/grower,grain size,large,"","",Sorghum,Ethiopia,Farmer/grower,Blending for cooking,fluency,"",RBQ=16.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"",Farmers in Ethiopia prefer large sorghum grain and fluency of blending when cooking.
641,Cayres 2020,Consumers' acceptance of optimized gluten-free sorghum-based cakes and their drivers of liking and disliking,Consensus,10.1016/j.jcs.2020.102938 ,Consumers’ acceptance of optimized gluten-free sorghum-based cakes and their drivers of liking and disliking ,Journal of Cereal Science,28 Feb 2020,Research article,Brazil,"","Assess consumer acceptance of optimized gluten-free sorghum-based cakes, identify drivers of liking/disliking, and measure purchase intention.","Laboratory of Sensory Evaluation and Consumer Studies (LASEC), School of Chemistry, Federal University of Rio de Janeiro (UFRJ), Rio de Janeiro, Brazil.",Sorghum,Experimental study,Hedonic scale; Sensory evaluation/taste testing; Willingness to pay; Other: Check-all-that-apply (CATA),"9-point structured hedonic scale (overall impression, appearance, aroma, flavor, texture) 
5-point purchase intention scale 
CATA list (36 attributes) 
Penalty analysis to link attributes to liking/disliking","ANOVA, Cluster Analysis, Student's t-tests, Chi-squared tests, Cochrans Q Test, McNemar Tests","Other: XLSTAT, Statistica",151,Consumer,"Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)",No,Gluten-free sorghum-based cakes / cake premixes (chocolate and orange flavored).,"",Sorghum,Brazil,Consumers,Color,Not Brown,"",Effect on acceptance value of -0.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"","This study showed that there was an improvement in the sensory properties of the GF samples in which the nutritional or functional characteristics were optimized together with the technological charac­teristics, resulting in higher acceptances. This result emphasizes the 
importance of the technological optimization of the formulation of sorghum-based cake premixes."
567,Wendmu 2022,"Cultural Effects on Sorghum Varieties Grown, Traits Preferred, and Seed Management Practices in Northern Ethiopia",Consensus,10.1007/s12231-022-09555-6,"Cultural Effects on Sorghum Varieties Grown, Traits Preferred, and Seed Management Practices in Northern Ethiopia",Economic Botany,7 September 2022,Research article,Ethiopia,2019-2020,"sorghum diversity in the 
Tigray region of northern Ethiopia. We address the 
following research questions: Is there a difference in sorghum variety use between the two ethnolinguistic groups and can such a difference eventually be explained by sociocultural differences in variety trait preferences and/or seed management prac-
tices? ","Tigray region of northern 
Ethiopia: Asgede Tsimbila and Tahtay Adiyabo",Sorghum,Qualitative study,Interview; Survey/questionnaire; Ranking; Hedonic scale,"","Descriptive statistics, ANOVA, Simpson's Diversity Index, multinomial logistic regression",SPSS,300,Farmer/grower,"Size and shape; End-use quality (baking, malting, etc.)",Yes,Injera,"",Sorghum,Ethiopia,Farmer,grain size,big,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"",Farmers in Ethiopia prefer Sorghum with large grain.
510,Brocke 2014,HELPING FARMERS ADAPT TO CLIMATE AND CROPPING SYSTEM CHANGE THROUGH INCREASED ACCESS TO SORGHUM GENETIC RESOURCES ADAPTED TO PREVALENT SORGHUM CROPPING SYSTEMS IN BURKINA FASO,Consensus,10.1017/S0014479713000616 ,Helping farmers adapt to climate and cropping system change through increased access to sorghum genetic resources adapted to prevalent sorghum cropping systems in Burkina Faso ,Experimental Agriculture,"November 15, 2013",Research article,Burkina Faso,2002-2007,To show how giving farmers access to ex-situ sorghum diversity (gene bank accessions) plus improved varieties and enabling participatory on-farm testing can identify and disseminate varieties suited to changing climate/cropping systems; farmer choices included processing and consumption grain qualities alongside adaptation traits,"Sanaba (Banwa province), Lekuy (Kossi province), Barakuy (Kossi province)",Sorghum,Mixed methods,Focus group; Ranking; Participatory plant breeding,"","Farmer preference data: vote frequencies; counts of trait mentions (% of appreciations); ANOVA to test effects (village, year, gender, variety groups).
Agronomic/statistical: ANOVA for trials; stability analysis (Finlay–Wilkinson model).",SAS; Other: GENSTAT,108,Farmer/grower,"Color; Hardness; Milling/processing quality; End-use quality (baking, malting, etc.)",Yes,Tô/Dolo ,"",Sorghum,Burkina Faso,Farmer/grower,End use quality,Adapted for Tô/Dolo production,"",66% of farmers mentioned this trait in variety acceptance criteria,Sorghum,Burkina Faso,Farmer/grower,Milling/processing quality (flour),High amount and quality of flour produced,Gender,"",Sorghum,Burkina Faso,Farmer/grower,Hardness / grain texture,Women disliked lack of vitreousness in very large white grains,Gender,"",Sorghum,Burkina Faso,Farmer/grower,Hardness/size,"small, hard grains",rice replacement on special occasions; mostly preferred by women ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Gender,"","In explaining their reasons for selecting a certain entry, farmers used two to seven criteria and/or plant traits. The most popular criteria were grain and flour yield
components, and usage-oriented traits, such as food quality, fodder quality, usefulness of stalks for construction."
495,Kudadjie 2004,"Assessing production constraints, management and use of sorghum diversity in north-east Ghana: a diagnostic study",Consensus,10.1016/S1573-5214(04)80022-8,"Assessing production constraints, management and use of sorghum diversity in north-east Ghana: a diagnostic study",NJAS:  Wageningen Journal of Life Sciences,2004,Research article,Ghana,"",importance of sorghum vs. other crops ; outlines the importance of crop diversity ; assesses crop production constraints ; analysis of the knowledge/practice of farmers ,"Walewale District in the Northern Region
and the Bawku East and West districts in the Upper East Region of Ghana.",Sorghum,Qualitative study,Interview; Focus group; Ranking; Observations,PRA (participatory rural appraisal) tools ; pair-wise ranking ; problem period ,rank correlation test ,No/not reported,16-20 (8-10 per village) ,Other: Extension agents ,"Sensory (aroma, taste, appearance, etc.); Storability",Yes,"beverage ; food ; religion ; special foods
","",Sorghum,Ghana,Farmer/grower,Storability ,"long storage time are preferred 
","","",Sorghum,Ghana,Farmer/grower,taste,good taste,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"",taste and storability are key factors when farmers in Ghana are selecting landraces to grow 
482,Atanasova 2025,"Availability, Affordability, Awareness, Preferences and Nutritional Impact of Biofortified Crops in Nigeria",Consensus,10.3390/nu17061036,"Availability, Affordability, Awareness, Preferences and Nutritional Impact of Biofortified Crops in Nigeria",nutrients,March 15 2025,Research article,Nigeria,2023,"data collection and
food basket simulations in three states in Nigeria (Enugu, Kaduna and Ogun).  the availability
and affordability and consumers’ and sellers’ preferences and perceptions of biofortifiedfoods.","Kaduna, Ogun and Enugu",Pearl millet,Qualitative study,Interview; Survey/questionnaire; Other: Food basket simulation,"",narrative synthesis,Stata; Excel,"",Consumer; Distribution/retailer/trader,Micronutrients,No,"","",Pearl Millet,Nigeria,Consumers,high iron,non-biofortified,"","0% prefer biofortified, 37.5% have no preference, 62.5% prefer non-biofortified pearl millet.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"","With regard to consumer awareness and preferences, we found that more than 30% of the consumers could visually differentiate biofortified from non-biofortified crops, 14% were aware that the crops were biofortified and less than 10% preferred biofortified options."
474,vomBrocke 2008,Development and improvement of broad based sorghum populations with farmers in Burkina Faso,Consensus,"",Création et amélioration de populations de sorgho à base large avec les agriculteurs au Burkina Faso,Cahiers Agricultures,March 2008,Research article,Burkina Faso,2001-2005,To develop sorghum varieties that match farmer preferences in all stages.,Saria Research Station; Centre-Ouest Region (Pouni and Velia villages); Boucle du Mouhoun Region; Centre-Nord Region,Sorghum,Experimental study,Participatory plant breeding,participatory recurrent selection,"",No/not reported,22,Farmer/grower,Size and shape; Color; Hardness; Grain morphology (e.g. pericarp thickness),Yes,flour,"",Sorghum,Burkina Faso,Farmer,Hardness,Hard,"","",Sorghum,Burkina Faso,Farmer,Color,"White for flour, red for dolo (beer)","",64.7 and 56.6% for white at two different sites. 1.5 and 0.4% for red although it is the stated preference for beer.,Sorghum,Burkina Faso,Farmer,Morphology,Little bran,"","",Sorghum,Burkina Faso,Farmer,Size,Large,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"","Farmers in Burkina Faso prefer large, hard grains with small bran layers for sorghum. White is preferred particularly for flour but red is preferred for beer."
454,Gebretsadik 2014,A diagnostic appraisal of the sorghum farming system and breeding priorities in Striga infested agro-ecologies of Ethiopia,Consensus,10.1016/j.agsy.2013.08.008,"A diagnostic appraisal of the sorghum farming system and breeding
priorities in Striga infested agro-ecologies of Ethiopia",Agricultural Systems ,October 4th 2013,Research article,Ethiopia,2010-2011,"to determine farmers’ sorghum production opportunities, threats, indigenous knowledge and perceptions, emphasising breeding priorities and Striga infestation, and the coping mechanisms of farmers in the north eastern and north western Ethiopia.",North Shewa and North Wello Zones of the Amhara Regional State ; Metekel zone of Benshangul-Gumez Regional State ,Sorghum; Finger millet; Teff,Qualitative study,Interview; Focus group; Survey/questionnaire; Ranking; Observations,pair-wise ranking ,"descriptive statistics, cross-tabulations, non-parametric Kruskal–Wallis tests ",SPSS,315,Farmer/grower,"End-use quality (baking, malting, etc.)",Yes,cooking ,"",Sorghum,Ethiopia ,Farmer/growers,"End-use quality (baking, malting, etc.)",better food quality,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"",food quality is a key factor when farmers in Ethiopia are selecting landraces 
449,Derese 2018,"The impact of drought on sorghum production, and farmer's varietal and trait preferences, in the north eastern Ethiopia: implications for breeding",Consensus,10.1080/09064710.2017.1418018,"The impact of drought on sorghum production,  and farmer's varietal and trait preferences, in the north eastern Ethiopia: implications for breeding","Acta Agriculturae Scandinavica, Section B — Soil & Plant Science",2018,Research article,Ethopia,2014-2015,"To determine the impact of drought on sorghum production and productivity over time and space, and to identify farmers' trait preferences, production constraints and coping strategies when dealing with drought in north eastern Ethiopia.","North Wello, South Wello, Oromia Special",Sorghum,Qualitative study,Interview; Focus group; Survey/questionnaire; Ranking; Observations,Participatory Rural Appraisal (PRA),"Descriptive statistics
Ranking analysis, chi-square, one tailed t-test",SAS; SPSS,180,Farmer/grower,"End-use quality (baking, malting, etc.)",Yes,"Injera, Qollo, Nifro, Porridge, Kitta, Tela, Areki, chapatti","",Sorghum,Ethiopia,Farmer,food making quality,good,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"","The study found that good food making quality is a top-tier preference for Ethiopian farmers, ranked as the second most important trait category after high yield, with 100% of respondents prioritizing it."
436,Mengistu 2019,"Assessment of farmers' perceptions of production constraints, and their trait preferences of sorghum in western Ethiopia: implications for anthracnose resistance breeding",Consensus,10.1080/09064710.2018.1541190,"Assessment of farmers' perceptions of production constraints, and their trait preferences of sorghum in western Ethiopia: implications for anthracnose resistance breeding","Acta Agriculturae Scandinavica, Section B — Soil & Plant Science",2019,Research article,Ethiopia,November to December 2016,"assess farmers' perception, preferences and constraints affecting sorghum production and productivity in western Ethiopia","East Wellega and West Shewa, Oromia Regional State of Ethiopia",Sorghum; Teff,Qualitative study,Interview; Focus group; Survey/questionnaire,"","frequencies, percentages, Chi-square, t-tests",SPSS,165 interviewed farmers; 180 focus group participants.,Farmer/grower,"",Yes,"","",Sorghum,Ethiopia,Farmer,threshability,easy to thresh,"","",Sorghum,Ethiopia,Farmer,Seed Color,White and light yellow ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"",poor threshability and food quality leads to a variety not being preferred
404,Mulatu 2001,Participatory varietal selection in lowland sorghum in eastern Ethiopia: Impact on adoption and genetic diversity,Consensus,10.1017/S001447970100203,Participatory Varietal Selection in Lowland Sorghum in Eastern Ethiopia: Impact on Adoption and Genetic Diversity ,Experimental Agriculture ,"November 9, 2000",Research article,Ethiopia,1995-1997,Determine farmer constraints and opportunities in growing sorghum and evaluate impacts of farmer selection of sorghum varieties on adoption and genetic diversity,Harari Region (Kile-Bisidimo plains) ,Sorghum,Mixed methods,Survey/questionnaire; Ranking; Participatory plant breeding,pairwise matrix ranking,ANOVA ; summary scoring table ,No/not reported,"",Farmer/grower,"Size and shape; Color; Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.)",Yes,"nifro, injera","",Sorghum,Ethiopia,Farmers/growers,Size,Large,More important for men,"",Sorghum,Ethiopia,Farmers/growers,Color,White,Important for women and men,"",Sorghum,Ethiopia,Farmers/growers,"Taste, food quality",Good quality for injera,Important for women and men,"",Sorghum,Ethiopia,Farmers/growers,"Milling Quality, morphology","Easy to dehull and crush, thin pericarp",More important for women,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Gender,"Women conducted post-harvest evaluations while men performed preharvest evaluations, leading to different relative importances of grain traits, while there was some overlap.","Men and women farmers prefer large white sorghum grain varieties with great taste, and women prioritize processing characteristics too. Farmer preferences were shown to change across seasons as well."
400,Yahaya 2022,"Sorghum production in Nigeria: opportunities, constraints, and recommendations",Consensus,10.1080/09064710.2022.2047771,"Sorghum production in Nigeria: opportunities, constraints, and recommendations","Acta Agriculturae Scandinavica, Section B — Soil & Plant Science",10 March 2022,Research article,Nigeria,2018-2019,"The study employed Participatory Rural Appraisal (PRA) methodology to identify farmer-preferred traits, which include high yield, drought tolerance, Striga resistance, and grain quality/taste as critical attributes for variety selection in Northern Nigeria ","Sub-humid Southern Guinea Savannah, the Northern Guinea Savannah and the Sahel Savannah.
North-West, North-Central and North-East",Sorghum,Qualitative study,Interview; Focus group; Survey/questionnaire,Rank analysis using Kendall's coefficient of concordance (W) for analyzing farmers' perceived production constraints,"cross-tabulation, Descriptive statistics, percentages, χ2 values and Kruskal–Wallis test (H-test), Kendall’s coefficient of concordance",SPSS,"250 survey, 145 FGD",Farmer/grower,"Size and shape; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)",Yes,"Food consumption - Tuwo (thick porridge), Kamu/Ogi (flour paste), fermented pancakes, roasted grain
Malting and brewing - Fermented for local brewing products ","",Sorghum,Nigeria,Farmer,taste,good,Most important in north west,"",Sorghum,Nigeria,Farmer,Color,"yellow, white","","",Sorghum,Nigeria,Farmer,Size,large,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Age; Location/geography, Age-related Preferences: Younger farmers (21-45 years) dominated sorghum production and were expected to be more flexible to adopting improved varieties with desired grain quality traits,Farmers in Nigeria prefer Sorghum with large white or yellow grain with good taste.
370,Burton 2025,Landrace diversity and heritage of the indigenous millet crop fonio (Digitaria exilis): Socio-cultural and climatic drivers of change in the Fouta Djallon region of Guinea,Consensus,10.1002/ppp3.10490,"Landrace diversity and heritage of the indigenous millet crop
fonio (Digitaria exilis): Socio-cultural and climatic drivers of
change in the Fouta Djallon region of Guinea","Plants, People, Planet",11 December 2023,Research article,Guinea,Autumn 2022 ,"1) Research landrace diversity of fonio (and other crops) in Fouta Djallon agricultural systems, 
2) explore traditional practices (including harvesting/processing/food preparation), and 
3) assess changes/causes of crop and landrace popularity past vs present.","Fouta Djallon region, towns of Mamou, Dalaba, Pita, Labe, and Mali",Fonio,Qualitative study,Interview; Survey/questionnaire,"","",R; Excel,"123 interview participants (24 identified as female, ~20%).",Farmer/grower; Consumer; Processor/miller,"Size and shape; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality",Yes,"","",Fonio,Guinea,Farmer/grower,Taste,Sweet,"","",Fonio,Guinea,Farmer/grower,Grain size,Big grains,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Location/geography,"",Certain listed varieties are sweeter in taste and therefore preferred 
356,Andiku 2021,Assessment of sorghum production constraints and farmer preferences for sorghum variety in Uganda: implications for nutritional quality breeding,Consensus,10.1080/09064710.2021.1944297,"Assessment of sorghum production constraints
and farmer preferences for sorghum variety
in Uganda: implications for nutritional quality
breeding","Acta Agriculturae Scandinavica, Section B — Soil & Plant Science",July 16 2021,Research article,Uganda,2019,Assess the sorghum production constraints and farmer preferences for sorghum variety in Uganda to guide Nutritional quality breeding,"Bukedea, Kumi, Gulu, Oyam",Sorghum,Qualitative study,Interview; Focus group; Survey/questionnaire; Ranking,"","Chi-square, pairwise ranking, principal component analysis",SPSS; Excel,183,Farmer/grower,"Size and shape; Starch, protein, tannins, fiber, and/or fat; Micronutrients; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability",Yes,"Baking, brewing","",Sorghum ,Uganda,Farmer/grower,Tannins,Low levels of tannins,"",PC2=0.53,Sorghum,Uganda,Farmer/grower,color,brown to light red,"",PC1=0.78,Sorghum,Uganda,Farmer/grower,baking quality,enhanced,"",PC1=0.94,Sorghum,Uganda,Farmer/grower,Storage shelf life,long,"",PC2=-0.93,Sorghum,Uganda,Farmer/grower,Taste and aroma,good,"",PC1=0.54,Sorghum,Uganda,Farmer/grower,nutrients,high,"",PC1=-0.81,Sorghum,Uganda,Farmer/grower,grain size,large,"",PC2=-0.84,Sorghum,Uganda,Farmer/grower,Processability,easy,"","PC1= 0.65, PC2=0.76","","","","","","","","","","","","","","",None reported,"","Farmers preferred some specific quality attribute; baking quality, nutrition, brown to light red seed colour, easy to process and good taste and aroma"
345,Dansi 2010,"Diversity, conservation and related wild species of Fonio millet (Digitaria spp.) in the northwest of Benin",Consensus,10.1007/s10722-009-9522-3,"Diversity, conservation and related wild species of Fonio millet (Digitaria spp.) in the northwest of Benin",Genetic Resources and Crop Evolution ,20 January 2010,Research article,Benin,"","1. Assess the diversity of fonio at both community and household levels 
2. Identify farmers’ variety preference and selection criteria
3. Understand the traditional seed system and on farm seed maintenance
4. Document the farmers’ knowledge on the wild relatives of fonio
5. Collect germplasm for ex situ conservation","northwest of Benin (Boukoumbe´, Cobli, Kouande´, Materi, Natitingou,
Tanguieta and Toukountouna.)",Fonio,Qualitative study,Interview; Focus group; Survey/questionnaire; Observations,"Participatory Research Appraisal, Four Squares Analysis, Matrix Scoring Technique","Descriptive statistics, Bernoulli variables, Pairwise distances, Unweighted Pair-Group Method with Arithmetic Average Cluster Analysis ",SAS; Other: NTSYS-pc 2.2 Software,"15 villages for group interviews, 20 for individual interviews, 160 for Lamba comparisons, 120 for Ditamari comparisons",Farmer/grower,"Color; Digestibility; Milling/processing quality; End-use quality (baking, malting, etc.); Storability",Yes,"Fonio paste, flour production","",Fonio,"Benin
",Farmer/grower,"End-use quality (baking, malting, etc.)","soft, white, delicious",men place less importance ,"Men = 10.6%
Women = 34.4%",Fonio,Benin,Farmer/grower,Milling/processing quality,thin and soft bran ,women place more importance,"Men = 6.4%
Women = 26.9%",Fonio,Benin,Farmer/grower,Size and shape,larger grains,women place more importance,"Men = 7.8%
Women = 8.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Gender; Location/geography,consider gender differences when selecting landraces ; compare regional differences in what they call their fonio landraces ,substantial amount of fonio diversity is maintained ; landraces to be cultivated are chosen on criteria that vary primarily by gender 
321,Trouche 2009,GIVING NEW SORGHUM VARIETY OPTIONS TO RESOURCE-POOR FARMERS IN NICARAGUA THROUGH PARTICIPATORY VARIETAL SELECTION,Consensus,10.1017/S001447970999041X,GIVING NEW SORGHUM VARIETY OPTIONS TO RESOURCE-POOR FARMERS IN NICARAGUA THROUGH PARTICIPATORY VARIETAL SELECTION,Experimental Agriculture,28 August 2009,Research article,Nicaragua,2002-2007,To identify new varieties of white-grain sorghum that match small farmers’ needs in Nicaragua.,"Madriz, Matagalpa, and Chinandega provinces",Sorghum,Qualitative study,Focus group; Ranking; Hedonic scale; Participatory plant breeding; Cooking quality test,"","Spearman correlations, chi^2, ANOVA",Other: XLSTAT,"",Farmer/grower,"Milling/processing quality; End-use quality (baking, malting, etc.)",Yes,tortillas,"",Sorghum,Nicaragua,Farmer,Grain size,Large grains,"",Most important (ranked 2nd),Sorghum,Nicaragua,Farmer,End use quality,good for tortillas,"",Less important (ranked 6th),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"",Farmers in Nicaragua prefer large sorghum grains
305,Drabo 2019,IDENTIFYING FARMERS' PREFERENCES AND CONSTRAINTS TO PEARL MILLET PRODUCTION IN THE SAHEL AND NORTH-SUDAN ZONES OF BURKINA FASO,Consensus,10.1017/S0014479718000352,IDENTIFYING FARMERS’ PREFERENCES AND CONSTRAINTS TO PEARL MILLET PRODUCTION IN THE SAHEL AND NORTH-SUDAN ZONES OF BURKINA FASO,Experimental Agriculture ,September 4th 2018 ,Research article,Burkina Faso ,2015,identify farmers' preferences for pearl millet varieties and production constraints in the major production environments of Burkina Faso ,Sahel and North-Sudan zones,Pearl millet,Qualitative study,Focus group; Survey/questionnaire; Ranking,"",Shapiro-Wilk test ; pair-wise method ,SPSS,61,Farmer/grower,Size and shape; Color,No,"","",Pearl Millet,Burkina Faso,Farmer/grower,grain color,white or grey colored grain over yellow ,"","",Pearl Millet,Burkina Faso,Farmer/grower,grain size,large,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",None reported,"",Pearl millet farmers in Burkina Faso prefer large white/grey grain.
303,Pallante 2016,Assessing the potential for niche market development to contribute to farmers' livelihoods and agrobiodiversity conservation: Insights from the finger millet case study in Nepal,Consensus,10.1016/j.ecolecon.2016.06.017,Assessing the potential for niche market development to contribute to farmers' livelihoods and agrobiodiversity conservation: Insights from the finger millet case study in Nepal,Ecological Economics,13 July 2016,Research article,Nepal,2012,assess the magnitude of these private consumption externalities by determining the degree to which urban Nepalese consumers may be willing to pay a price premium for finger millet products that would in turn be sufficient to compensate farmers for their opportunity cost of maintaining this crop in their production systems ,"Consumer Choice Experiment Location:  Pokhara (Kaski District)
Farmer Survey Locations: Arba Vijaya, Lekhnath, and Pumdibhumdi",Finger millet,Mixed methods,Interview; Survey/questionnaire; Choice experiment; Willingness to pay; Case study,Lancaster's characteristics theory of value and random utility theory of Luce and McFadden,"random utility model, conditional logit, mixed logit models, latent class model, descriptive statistics",No/not reported,"180 households survey, 213 choice",Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader,Other: Sugar,Yes,"Subsistence consumption by rural farmers
Urban niche market flour products (primary focus)","",Finger millet,Nepal,Consumer,Sugar content,low,more important to wealthy and those who have a diabetic in the family,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Class/income; Household size; Education; Other: Diabetic,"",Consumers in Nepal prefer finger millet with low sugar content
